baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000035678.8	329.215706730625	1.15095090158198	0.14185422802412	8.11361718021038	4.91347678596894e-16	7.18778411016743e-15
ENSMUSG00000074006.3	37.0414092530343	4.01287538183323	0.494835305846344	8.10951711493138	5.0821321930633e-16	7.42925119530137e-15
ENSMUSG00000015850.11	1340.50852780357	-1.14504458579872	0.141231243549774	-8.10758694052828	5.16349209579762e-16	7.54285550858572e-15
ENSMUSG00000019831.14	324.297398733098	1.10550609354263	0.136407516008335	8.10443680739028	5.29904030404066e-16	7.73540216577848e-15
ENSMUSG00000028150.14	44.3900297919918	3.0399765749263	0.375138730809774	8.10360628017323	5.3353576262915e-16	7.77743992246932e-15
ENSMUSG00000028862.6	296.302416185426	1.45153116252987	0.17912124989876	8.10362345813395	5.33460398962971e-16	7.77743992246932e-15
ENSMUSG00000078657.6	46.1391476695016	2.89127639543073	0.356878232308976	8.10157676674305	5.42513945551668e-16	7.90274715756074e-15
ENSMUSG00000027827.17	106.702391686992	-1.77676588429875	0.219488363507177	-8.09503454264285	5.72481046929165e-16	8.33340637278662e-15
ENSMUSG00000007872.3	2133.46945899026	-0.978510044992195	0.120884499914553	-8.09458653246574	5.74591847794283e-16	8.35825061295692e-15
ENSMUSG00000090290.2	339.48836276558	1.0641863316353	0.131512601889069	8.09189626202466	5.87429315511346e-16	8.53898481472396e-15
ENSMUSG00000042359.18	281.011165342823	1.24394607649091	0.153810813866353	8.08750727742575	6.08981933770114e-16	8.84606130620422e-15
ENSMUSG00000027254.13	3009.31238298715	-0.864078386159589	0.106849538043538	-8.08687058438666	6.1217252456937e-16	8.8827292764224e-15
ENSMUSG00000051703.14	85.724163822064	2.19386096718714	0.271288051522151	8.08683226142016	6.12365092974539e-16	8.8827292764224e-15
ENSMUSG00000037266.18	4236.76184104846	-0.74060808402854	0.0915963141042505	-8.08556644741856	6.18759314755837e-16	8.9691916087768e-15
ENSMUSG00000021991.9	257.896031150619	-1.31978159261247	0.163283416282608	-8.08276567614321	6.33142077436325e-16	9.17124920992324e-15
ENSMUSG00000027506.15	1106.94270819029	1.05479584873012	0.130531627688931	8.08076837319304	6.43599524450736e-16	9.31620445294854e-15
ENSMUSG00000034818.17	289.599183176733	1.38460276760714	0.171420627186767	8.07722378765179	6.62578865861957e-16	9.58422646178643e-15
ENSMUSG00000030660.9	2527.93479321574	0.962378710858062	0.119155784457598	8.07664281880103	6.65741805993998e-16	9.62324895666377e-15
ENSMUSG00000038244.14	3492.33275936485	-0.752048079013672	0.0931251972461903	-8.07566696503762	6.71088113490797e-16	9.69375532650637e-15
ENSMUSG00000039678.12	1307.71943633875	0.762973277753944	0.0945182466645147	8.0722326606635	6.90241857198603e-16	9.96347021364487e-15
ENSMUSG00000028148.11	78.0669024427999	9.73840489042641	1.20797834815392	8.0617379486222	7.52173091153887e-16	1.08498608023139e-14
ENSMUSG00000023243.9	67.5982038312688	2.53871912417104	0.314985840780231	8.05978807771975	7.64268284944928e-16	1.1016647717133e-14
ENSMUSG00000035024.16	610.362664146724	0.968989193820025	0.1202513569474	8.05803126399542	7.75329916553525e-16	1.11683142924162e-14
ENSMUSG00000045659.18	244.306199580889	1.3694540998788	0.169967902308814	8.05713361920913	7.81042600389056e-16	1.12427739659343e-14
ENSMUSG00000020706.13	2028.94510629324	0.816791137172709	0.101387727088877	8.05611448865703	7.87578709810022e-16	1.13289746957026e-14
ENSMUSG00000029759.9	495.680420636758	-0.992059643221628	0.12316074194684	-8.05499891880992	7.94795114040206e-16	1.14248345614466e-14
ENSMUSG00000027955.16	2743.6441406699	-1.04181189330898	0.12936573874639	-8.05322880234433	8.06379564082639e-16	1.15833064465621e-14
ENSMUSG00000038618.12	325.957077366157	1.29203505720055	0.160454366477589	8.05235211458712	8.12178448851509e-16	1.1658508823382e-14
ENSMUSG00000050157.6	38.1776727226062	3.83177173228236	0.475923726403231	8.05123073237129	8.196557944974e-16	1.17576838482515e-14
ENSMUSG00000039942.15	106.180060067735	-1.77950815040663	0.221056283235211	-8.05002293697834	8.27785213143839e-16	1.18660686998477e-14
ENSMUSG00000006056.13	73.3058931050786	9.64085672813466	1.19788010478551	8.04826517246561	8.39758476208698e-16	1.2021040886074e-14
ENSMUSG00000027322.11	45.1581133832702	5.74391903485999	0.713683117334484	8.04827646240645	8.3968103139472e-16	1.2021040886074e-14
ENSMUSG00000023022.14	4979.44216060703	-0.668258590284756	0.0830346487267307	-8.047948663985	8.41932473585502e-16	1.20438265671619e-14
ENSMUSG00000030986.13	685.739486011962	0.853878389769615	0.106227289619033	8.03822061950284	9.11524068069224e-16	1.30303215950324e-14
ENSMUSG00000025857.10	457.267157348042	1.0566173882602	0.131460978332796	8.03749828778361	9.16911793652504e-16	1.30936205406241e-14
ENSMUSG00000025887.10	620.187421040225	-1.28007412007137	0.159263566145009	-8.03745734856815	9.17218088632552e-16	1.30936205406241e-14
ENSMUSG00000022070.7	303.178759545426	1.09819854563811	0.136656200035527	8.03621456876899	9.26564324352373e-16	1.32179193442957e-14
ENSMUSG00000022673.5	1285.13114058869	0.78628946070519	0.0979025366168833	8.03134921602832	9.640650838196e-16	1.3743408862032e-14
ENSMUSG00000031403.14	942.785626570498	1.20279733407755	0.149842026228153	8.02710270512589	9.98015314497868e-16	1.42175942013694e-14
ENSMUSG00000025364.13	3784.46548977344	1.02085763470162	0.127192615805336	8.02607626423853	1.00639672164772e-15	1.43271274516745e-14
ENSMUSG00000030406.7	42.9382693133193	5.38975027651368	0.671705198718754	8.02398178068947	1.02371492616348e-15	1.45636473505444e-14
ENSMUSG00000047907.11	190.651069164554	-1.42221421369542	0.177288652090472	-8.02202620938003	1.04014939632421e-15	1.47872785312483e-14
ENSMUSG00000037989.15	68.3735952259876	7.09803297366475	0.884927196746594	8.0210360804374	1.04856920054393e-15	1.48967403250351e-14
ENSMUSG00000028318.14	416.036101056716	1.09117119455019	0.136056104603185	8.02000908178758	1.0573734738322e-15	1.50115101621271e-14
ENSMUSG00000032434.9	831.313642862618	0.972975775593362	0.121344138128599	8.01831708229875	1.07203776380423e-15	1.5209260044095e-14
ENSMUSG00000038437.11	1010.78337826419	0.902165057254786	0.112524231657303	8.01751804004639	1.07903240466094e-15	1.52980022552512e-14
ENSMUSG00000031665.7	45.8856064140504	3.33059494264357	0.415530318618571	8.01528743730691	1.09879742170327e-15	1.55675511424192e-14
ENSMUSG00000028649.21	11946.2378439467	0.763951651226386	0.0953210338751439	8.0145128537637	1.10574396865098e-15	1.56552457163214e-14
ENSMUSG00000056481.7	3826.60694531931	-1.04840318346409	0.130845047027295	-8.01255536440279	1.12349233349717e-15	1.58956490549856e-14
ENSMUSG00000046743.6	2877.93302589655	-1.27127867418148	0.158677489452287	-8.01171406586786	1.13120625630777e-15	1.59938492219592e-14
ENSMUSG00000030528.12	347.050109254961	1.44332875047169	0.18024811779018	8.00745532417604	1.17106265703385e-15	1.65460594677221e-14
ENSMUSG00000006143.12	36.3503947302689	4.54338448413588	0.567623625328619	8.00422019345221	1.20226093133464e-15	1.69752678257044e-14
ENSMUSG00000022900.14	132.764469618924	9.5353545867528	1.19198919846239	7.99953103522495	1.24893968923678e-15	1.76223175115026e-14
ENSMUSG00000022286.16	133.026844635476	9.5379937816442	1.1926755332018	7.99714047628607	1.27341928171805e-15	1.79554722851655e-14
ENSMUSG00000002280.11	516.411158837889	0.97412083695505	0.121833134943647	7.99553288525014	1.29014635349294e-15	1.81789355054506e-14
ENSMUSG00000073481.9	1290.53573037965	0.974098728943652	0.121873765555808	7.9926859115352	1.32030194389512e-15	1.85911815585232e-14
ENSMUSG00000069910.2	243.419523400887	1.411566206588	0.176623385564254	7.99195532391423	1.32815172701975e-15	1.86889921587779e-14
ENSMUSG00000028082.14	1704.05917731519	0.909770361250802	0.113847445464696	7.99113548430842	1.33701522302108e-15	1.88009244651197e-14
ENSMUSG00000020899.16	730.887068882229	0.846697650673925	0.105974075649613	7.98966771338874	1.35302943692654e-15	1.90131887926803e-14
ENSMUSG00000042613.9	2945.65640823003	-0.905623168685965	0.113372861490015	-7.98800662507511	1.3713808321317e-15	1.92449202935172e-14
ENSMUSG00000047793.13	5950.26020823765	-1.40148319263774	0.175447846184717	-7.98803304294895	1.37108706263648e-15	1.92449202935172e-14
ENSMUSG00000024922.2	131.455766002044	9.5242361167616	1.19238987654149	7.98751843179554	1.37682076474626e-15	1.93081610296789e-14
ENSMUSG00000029484.12	4205.42531549747	-0.793081812783592	0.0993006451354627	-7.98667331618738	1.38628816944127e-15	1.94277579843446e-14
ENSMUSG00000028614.14	1048.20790980113	0.845194133799581	0.106004055342064	7.97322452496964	1.54586958023777e-15	2.16495005194437e-14
ENSMUSG00000003779.16	810.230041067909	0.809327513698963	0.101568816288503	7.9682676560894	1.60914055618462e-15	2.2505119949073e-14
ENSMUSG00000028640.11	70.2756099463983	9.5851523438455	1.20291414633923	7.9682763504075	1.60902737664502e-15	2.2505119949073e-14
ENSMUSG00000042496.18	401.851070171721	1.04144105346638	0.130771266416569	7.96383702631504	1.66784896176715e-15	2.33104430906443e-14
ENSMUSG00000074063.10	150.909601876176	2.00177131554292	0.251401348004011	7.96245259397331	1.68662239204064e-15	2.35569103169214e-14
ENSMUSG00000031273.16	142.310360837785	-1.55242695412486	0.195172260448388	-7.95413728650947	1.80384016741736e-15	2.51770808792362e-14
ENSMUSG00000028673.10	1213.53932221106	-0.781437761314519	0.0982864460110461	-7.95061570571689	1.85586812464644e-15	2.58857937682479e-14
ENSMUSG00000042115.4	971.319729212075	-0.93081133570826	0.117119132153514	-7.94756004926842	1.90220808392246e-15	2.65142683395796e-14
ENSMUSG00000032320.7	2593.01982567381	-0.763284223046445	0.096068226733574	-7.94523068655427	1.93829730145383e-15	2.69991108960084e-14
ENSMUSG00000029207.16	1616.26471472257	-0.700860702839351	0.0882315835093388	-7.94342201469351	1.96678367133623e-15	2.73774698799393e-14
ENSMUSG00000038685.18	717.875327134357	0.862468626650368	0.108610769495124	7.9409125877622	2.0069908286745e-15	2.79183626705663e-14
ENSMUSG00000026833.18	354.81439351007	-1.20194934557952	0.151398715795917	-7.93896658410049	2.03872685088855e-15	2.83407694291867e-14
ENSMUSG00000041420.18	252.305625946383	-1.1943680983043	0.150489453521778	-7.93655681746135	2.07871165756672e-15	2.88771998903745e-14
ENSMUSG00000022365.6	1770.57438083207	-0.726344705092377	0.0915549023847739	-7.93343323156852	2.13169189045057e-15	2.95933199691074e-14
ENSMUSG00000035064.17	1949.33565706829	0.726017849093039	0.091548070898888	7.93045491799498	2.18344563297058e-15	3.02914640630425e-14
ENSMUSG00000032815.16	309.794512203208	1.27993960324051	0.161420094977729	7.92924575727147	2.20480845505667e-15	3.05673343785839e-14
ENSMUSG00000097636.8	41.2735833551871	5.59985795741404	0.706263896819417	7.92884640236092	2.21190916540524e-15	3.06452385039567e-14
ENSMUSG00000033170.14	237.889830897978	1.37276946961333	0.173214328878072	7.92526506614614	2.27660182599187e-15	3.15204208638834e-14
ENSMUSG00000030022.14	376.387412539666	1.5381694438443	0.194350421313042	7.9144127059378	2.48422951360022e-15	3.43720986547295e-14
ENSMUSG00000095567.8	1440.78690834592	0.8568336226475	0.108308290610683	7.9110621893887	2.55201997044987e-15	3.52864525994355e-14
ENSMUSG00000018209.15	935.385909098464	0.957038218329576	0.120991078471708	7.90998997957827	2.57409613032086e-15	3.55679214800849e-14
ENSMUSG00000021260.8	239.071851895115	-1.22914813026005	0.155400351066841	-7.90955825917899	2.58303800342225e-15	3.56676509351064e-14
ENSMUSG00000037386.16	39.5169175995238	3.78532545519064	0.47865658593649	7.90822808336516	2.61078160131599e-15	3.60266960795338e-14
ENSMUSG00000022075.7	488.416015361463	1.03356760225469	0.130714674589414	7.90705102928352	2.63557609733534e-15	3.63445943822543e-14
ENSMUSG00000107019.1	139.124888474082	-1.55868735109985	0.197191118534346	-7.90445007201664	2.69119015750249e-15	3.70867877467948e-14
ENSMUSG00000028822.11	1573.81806565755	-0.757452407587706	0.0958883980896168	-7.89931235351117	2.80446287895786e-15	3.86220470381114e-14
ENSMUSG00000025932.14	212.238688659429	-1.43033357728906	0.181093264753194	-7.8983256458401	2.82674835739494e-15	3.89030537409942e-14
ENSMUSG00000031355.16	202.518875806623	-1.29702752788623	0.164294569130868	-7.89452466230387	2.91423767724768e-15	4.0080456352306e-14
ENSMUSG00000024891.6	165.46018888143	1.81873989804097	0.230449560665529	7.89213870830793	2.97051299758681e-15	4.08272832924141e-14
ENSMUSG00000029135.10	5845.05731426504	-0.677779379407732	0.0859121540072504	-7.88921413087294	3.04095359038983e-15	4.17676792942986e-14
ENSMUSG00000042225.3	1480.80066905659	1.03178651909374	0.130787555196151	7.88902673152888	3.04552289547642e-15	4.18026815480622e-14
ENSMUSG00000061731.9	2112.44090453367	-0.722191808118366	0.0915686677793539	-7.88688779287012	3.09815738395785e-15	4.24969399782282e-14
ENSMUSG00000032536.12	1630.71776377278	0.804077148058951	0.101960207920035	7.88618584114272	3.11562527108628e-15	4.27082231493835e-14
ENSMUSG00000002870.8	908.401683359887	0.849773088311171	0.107796139634827	7.88314953754266	3.19230651249537e-15	4.37303710006403e-14
ENSMUSG00000096883.2	189.147348899291	7.13474796281022	0.905217580284221	7.88180446138711	3.22686725609562e-15	4.41745527414546e-14
ENSMUSG00000064215.13	529.828806981404	-1.10548156505442	0.140278734212221	-7.88060693064136	3.25794676758308e-15	4.45705217509629e-14
ENSMUSG00000039530.17	1366.89976391938	-0.734650345300366	0.0933065338915549	-7.87351447599811	3.44815165071417e-15	4.71414520125727e-14
ENSMUSG00000019558.14	1903.18115839363	-0.719753120220961	0.0914835075956535	-7.8675724088126	3.61588990366799e-15	4.94020361013028e-14
ENSMUSG00000062510.12	94.0656516490602	1.89929102023442	0.241455390521581	7.86601208667017	3.66125184177024e-15	4.99887751465462e-14
ENSMUSG00000027210.20	990.502359255899	-0.866785052435638	0.110200131392271	-7.86555371109504	3.67468396200487e-15	5.01390750356668e-14
ENSMUSG00000024897.9	72.0256395889566	-2.046557557382	0.260310712018711	-7.86197979142284	3.78109045532602e-15	5.15569255559781e-14
ENSMUSG00000055945.8	34.8695957473248	4.04442582204874	0.514638558086157	7.85876953543706	3.87925223193326e-15	5.2860561539881e-14
ENSMUSG00000000142.15	198.94762466135	1.3133221547368	0.167217933772785	7.85395516560643	4.03118439925699e-15	5.48946999990986e-14
ENSMUSG00000028399.18	534.77174245	-1.21617584645431	0.15490058681383	-7.8513314343734	4.11643511257816e-15	5.60187238839995e-14
ENSMUSG00000038539.15	2796.89615641912	-0.931605255418149	0.118709028232258	-7.8478045797446	4.23383241658125e-15	5.75784507146503e-14
ENSMUSG00000012443.4	847.593241843755	1.11347641481449	0.141887134532473	7.84762070559434	4.24004256344553e-15	5.76250199900597e-14
ENSMUSG00000027947.11	462.505117090963	0.964146678483532	0.123019673489406	7.83733732285152	4.60200568828885e-15	6.25032748931418e-14
ENSMUSG00000066571.13	759.356388914226	0.854381880794297	0.109027153308733	7.83641372690838	4.6359661718155e-15	6.29232022729683e-14
ENSMUSG00000029640.17	789.046988927635	0.831911259559992	0.10616601086434	7.83594723760521	4.65321256663739e-15	6.31158701251766e-14
ENSMUSG00000104164.1	55.2371374118398	2.52257233594821	0.32192911083203	7.83580065011391	4.65864502650555e-15	6.31481470335958e-14
ENSMUSG00000046711.16	816.826552532316	0.825197333469962	0.105364946283117	7.83180139676287	4.80928816470197e-15	6.51474300503341e-14
ENSMUSG00000032479.15	12184.1949113801	0.602391707583353	0.0769358566819333	7.82979138158881	4.88680161113765e-15	6.61541173601979e-14
ENSMUSG00000037101.16	63.5486681552765	9.43395137028437	1.20522377625069	7.82755165985217	4.97462258787401e-15	6.72989327862484e-14
ENSMUSG00000079042.10	117.934963776456	9.36371625686844	1.19681521668048	7.82386129985874	5.12272474464534e-15	6.92572296359404e-14
ENSMUSG00000003992.15	450.266834960539	-1.00404145608803	0.128408343446055	-7.81912942058811	5.31899033203097e-15	7.18636936760683e-14
ENSMUSG00000015653.13	2015.48098094012	-0.739843499835864	0.0946382381247572	-7.81759587346251	5.38417192604947e-15	7.26968644192776e-14
ENSMUSG00000020897.12	338.184919159121	1.11824187427779	0.143108053182811	7.81396888160661	5.54147817026379e-15	7.47719999686278e-14
ENSMUSG00000047881.14	924.939424749817	1.00966803777029	0.129215488711369	7.81383135906879	5.54753084379467e-15	7.48048732098388e-14
ENSMUSG00000020315.18	22253.9716609771	-0.661090882851524	0.0846243683467301	-7.81206283446449	5.62594992971539e-15	7.57816149253982e-14
ENSMUSG00000029247.17	4739.7510327185	0.836273534998027	0.107049414865774	7.81203275185211	5.62729323303899e-15	7.57816149253982e-14
ENSMUSG00000055675.6	59.5010916431808	2.65730496999307	0.340213431629881	7.81069976356478	5.68713425035502e-15	7.65376525495079e-14
ENSMUSG00000033880.11	1043.24593250895	-1.18196495955567	0.15138217521634	-7.80782121717127	5.81850408239518e-15	7.82547184293525e-14
ENSMUSG00000040548.16	696.203001115145	0.89184988328127	0.11423565164077	7.80710636715949	5.85158836599295e-15	7.86485414883458e-14
ENSMUSG00000028048.11	1679.1851813443	-0.743670252398859	0.0953408728782403	-7.80012003192586	6.18483188070863e-15	8.30735373067909e-14
ENSMUSG00000026727.10	1749.89585086025	-0.725039116865104	0.0929711369304699	-7.79853985659374	6.26275738427087e-15	8.40656304306573e-14
ENSMUSG00000026483.13	2838.92285579409	-0.676851852649324	0.0868283033519133	-7.79529055066362	6.42604438820517e-15	8.62015098378884e-14
ENSMUSG00000020601.8	792.231234414445	-0.925743395243964	0.118791519269199	-7.79300913852352	6.54318871193786e-15	8.77160456943841e-14
ENSMUSG00000055862.7	239.503938464325	-1.21364934838134	0.155743540175018	-7.7926143647274	6.56367151349934e-15	8.79336433009934e-14
ENSMUSG00000021820.18	1607.53072151861	-0.72191514085826	0.0926473290780988	-7.79207720332345	6.59164347651721e-15	8.82512267390023e-14
ENSMUSG00000021775.11	956.978016103194	-1.07962388578398	0.138560955613062	-7.79168908735646	6.6119270798428e-15	8.84655314660727e-14
ENSMUSG00000004864.13	771.45517823311	1.18815534868058	0.152631810736042	7.78445425596995	7.00147699699573e-15	9.36170340548524e-14
ENSMUSG00000026429.9	105.713528882047	1.71156160055925	0.219884200550549	7.7839226114192	7.0309776030646e-15	9.39507569246713e-14
ENSMUSG00000002602.16	6873.22196489245	-0.612495642071698	0.0787224151135374	-7.78044780750597	7.22682773621276e-15	9.65054433334803e-14
ENSMUSG00000029847.13	33.7534328971503	3.8701103567039	0.497620350507123	7.77723489957734	7.41268902950374e-15	9.89235306937322e-14
ENSMUSG00000046761.13	443.305678997185	1.28331364110792	0.165037759003425	7.77587897979934	7.49253111137638e-15	9.99245686904065e-14
ENSMUSG00000034311.3	459.693903403793	0.991250562813978	0.127479344895592	7.77577389988808	7.49875386491336e-15	9.99431209379722e-14
ENSMUSG00000006362.16	38.0562641302264	3.38765512297173	0.435789650663027	7.77360159383689	7.62854172208964e-15	1.01607460091065e-13
ENSMUSG00000032353.9	1455.24640620196	-0.849469018572695	0.109284949728291	-7.77297350353076	7.66647827251339e-15	1.02047041870617e-13
ENSMUSG00000050295.4	709.438939417616	-0.957809700823239	0.123248354756833	-7.77137920188049	7.76360965383474e-15	1.03273482758567e-13
ENSMUSG00000047797.14	61.5336865469973	9.39300603853292	1.2088622969623	7.7701207673829	7.84113305065121e-15	1.0423768454545e-13
ENSMUSG00000028469.15	1860.39980648705	-0.974225698407207	0.125490257069142	-7.76335726103767	8.27101992811866e-15	1.09881854343696e-13
ENSMUSG00000016487.15	4439.0866395061	-0.649210324215628	0.0836646275791489	-7.7596750622174	8.51472579277953e-15	1.1297440861042e-13
ENSMUSG00000026879.14	12891.940692005	-0.893836803503323	0.115189285362116	-7.75972175444443	8.51159167482407e-15	1.1297440861042e-13
ENSMUSG00000002578.18	132.326849842383	1.621885824165	0.209048984261709	7.75840088337652	8.60069213415269e-15	1.14041869740352e-13
ENSMUSG00000078249.5	672.209581983983	0.87942158134101	0.113401809158703	7.75491667959445	8.84014983604451e-15	1.17141895809469e-13
ENSMUSG00000030189.15	3956.60798519577	0.792102674147274	0.102170744313774	7.752734693942	8.99343893778027e-15	1.19096853026879e-13
ENSMUSG00000018774.13	126.022223972484	1.76250913159517	0.22743162270658	7.74962210892312	9.21664137788918e-15	1.21974553359973e-13
ENSMUSG00000044674.6	1834.80974770314	-1.05396482204132	0.13600435449508	-7.74949321258276	9.22600110704491e-15	1.22020353516128e-13
ENSMUSG00000073295.4	50.5250327754984	3.53342291930993	0.456036752630864	7.74810999097268	9.32703357155206e-15	1.23277756822718e-13
ENSMUSG00000013629.16	2275.76078068738	0.814635354779012	0.1051595214336	7.74666281924256	9.43390251523733e-15	1.24534354701223e-13
ENSMUSG00000031093.14	1018.05967749324	1.12971875424193	0.145833020102479	7.74665952503804	9.43414715092179e-15	1.24534354701223e-13
ENSMUSG00000031762.7	415.947776714741	-1.41101480456637	0.182216389437757	-7.74362179450582	9.66241426668957e-15	1.27466223919945e-13
ENSMUSG00000049225.14	703.612132175757	-1.05577870558912	0.136372663437066	-7.74186467419365	9.79692345511022e-15	1.29158292969378e-13
ENSMUSG00000042515.13	291.095551844392	-1.10691125436648	0.142998377554343	-7.74072596694899	9.88507480557831e-15	1.30237434619992e-13
ENSMUSG00000004880.11	571.412979990905	0.850917623971462	0.109984386444739	7.73671292332934	1.02020061566911e-14	1.34327496722569e-13
ENSMUSG00000059013.12	89.9972573244	2.47114815575111	0.319421886541688	7.73631444765947	1.02340163563643e-14	1.34663249574679e-13
ENSMUSG00000029730.16	1116.08126792226	0.792184924504783	0.102436460455406	7.73342734591702	1.04689127926271e-14	1.37666535992048e-13
ENSMUSG00000069441.3	63.0965636881566	9.41917694606076	1.21818947698857	7.73211156719683	1.05777176765552e-14	1.39008951804031e-13
ENSMUSG00000023066.10	322.00196556405	1.11950968151486	0.144791551974129	7.73187155086848	1.059768486055e-14	1.39182927835223e-13
ENSMUSG00000027993.16	1750.92376407488	0.897400832591473	0.116124473534836	7.72792164540803	1.09316592027253e-14	1.43478027035769e-13
ENSMUSG00000035455.12	279.595349174417	1.22174880430556	0.158281586177183	7.71883093803416	1.17401497936761e-14	1.53991755537216e-13
ENSMUSG00000003051.13	42.2428411039591	5.96714524761055	0.773247179120938	7.7169958180698	1.19103558262789e-14	1.56125291677173e-13
ENSMUSG00000042489.15	326.402782672241	1.07511297308795	0.139354053502163	7.71497452760691	1.21006398017059e-14	1.58519147750656e-13
ENSMUSG00000056671.7	147.122388504233	1.70716252684763	0.221613755002871	7.70332386103706	1.32571799932144e-14	1.73559979847874e-13
ENSMUSG00000006205.13	1410.52084127731	-0.913240933624097	0.118559573253025	-7.70280213201419	1.33114400850931e-14	1.74160112688267e-13
ENSMUSG00000030498.15	670.127579435972	-0.841201173428057	0.109263686608823	-7.69881741625335	1.37331231528134e-14	1.79563623524618e-13
ENSMUSG00000031333.7	485.994618899232	1.26466162308061	0.164355951731791	7.69465060288408	1.41881341238742e-14	1.85395801865027e-13
ENSMUSG00000069255.13	234.839330091018	1.25361022983549	0.162977518807737	7.69192118646964	1.44941897878205e-14	1.8927545186936e-13
ENSMUSG00000040511.14	1815.58857334486	0.782483729964515	0.101749388609306	7.69030399749204	1.46785837137671e-14	1.91562463166734e-13
ENSMUSG00000041757.17	377.759529292535	1.00959512672608	0.131304630998771	7.68895292608172	1.48344026142183e-14	1.93473907991869e-13
ENSMUSG00000002100.15	57.6507624260243	9.29809858008684	1.20944503251721	7.68790505570541	1.49563728954361e-14	1.94941760139948e-13
ENSMUSG00000028266.17	990.975825877542	-0.79925627863315	0.103981069478119	-7.68655566483991	1.51148939504493e-14	1.96759963099462e-13
ENSMUSG00000028860.13	194.222914424826	1.43194502933859	0.186290655767134	7.68661757854643	1.51075845269101e-14	1.96759963099462e-13
ENSMUSG00000049775.16	8900.68395741359	-1.06395618167657	0.138437921809343	-7.68543884342504	1.52473429673405e-14	1.98359301433609e-13
ENSMUSG00000066363.12	166.191383751349	-1.70392448841732	0.22180726686573	-7.68200479855686	1.56617969201778e-14	2.03623047953411e-13
ENSMUSG00000004952.13	396.095360198565	-1.06170359467909	0.138216086655002	-7.68147630549823	1.57265571161651e-14	2.04336579112988e-13
ENSMUSG00000030770.15	5872.8732776208	-0.656229351556325	0.0854357831528939	-7.68096606994228	1.57893300140896e-14	2.05023409504986e-13
ENSMUSG00000057098.14	377.647862227697	-1.17872746119909	0.15347149279846	-7.68043263087956	1.58552211574735e-14	2.05749842937478e-13
ENSMUSG00000032350.9	764.359264829589	-0.964405987630289	0.125595275134583	-7.67868048059026	1.60735586032494e-14	2.08452388531795e-13
ENSMUSG00000044337.5	1063.38978548851	-1.12034569629132	0.145905042627162	-7.67859476354215	1.60843154628037e-14	2.08461193827127e-13
ENSMUSG00000043681.5	55.5573854650003	9.2414945109905	1.20373227349753	7.67736706447078	1.62391620656152e-14	2.10336297637602e-13
ENSMUSG00000002308.16	342.491715245219	1.01512539243011	0.132247726161013	7.67593834614733	1.64212098775438e-14	2.12561155392361e-13
ENSMUSG00000026175.12	109.300336815025	9.25309034218424	1.20555860740825	7.67535504729782	1.64961098961742e-14	2.13397143966456e-13
ENSMUSG00000021388.14	2962.77842472448	-1.0504713992798	0.136916533581414	-7.67234877923028	1.6887499977245e-14	2.18323710643321e-13
ENSMUSG00000027510.17	220.109629879393	1.66958888462599	0.217647064942006	7.67108384884889	1.70549006846748e-14	2.203501690584e-13
ENSMUSG00000027488.12	404.057423248656	-1.27450374545773	0.166167035731893	-7.67001553493504	1.71975519758468e-14	2.22054533470906e-13
ENSMUSG00000026398.14	56.5953063163436	9.26375504002688	1.20807161805161	7.66821676927364	1.74403967003769e-14	2.25049660478663e-13
ENSMUSG00000004207.14	18927.3696508049	-0.829413728552049	0.108240388026543	-7.66270099058272	1.82062887083296e-14	2.34786210680672e-13
ENSMUSG00000032547.12	3226.5972600726	-0.671229345782726	0.0876071330664259	-7.66181157045492	1.83328486090898e-14	2.3627101151341e-13
ENSMUSG00000020875.9	736.748134972524	-1.03514769641433	0.135115690875404	-7.66119530387396	1.84210473642166e-14	2.37259878411469e-13
ENSMUSG00000038859.7	358.148885972618	1.29305562341608	0.168808062809735	7.65991624981497	1.86054372310627e-14	2.39485668403567e-13
ENSMUSG00000000958.10	98.966797913639	1.73041014884491	0.225918968758355	7.65942832669254	1.86762541833454e-14	2.40247710063743e-13
ENSMUSG00000035093.16	1780.17142164267	-0.727964067051587	0.0950492372924755	-7.65881018920301	1.87663512570018e-14	2.41106817236696e-13
ENSMUSG00000076431.4	2655.11589509517	-0.817299489544892	0.106713041878456	-7.65885289331155	1.87601131634611e-14	2.41106817236696e-13
ENSMUSG00000024738.6	55.3427763567179	9.24087905744701	1.20669126163052	7.65803097385524	1.88805357807249e-14	2.42423266681747e-13
ENSMUSG00000037306.13	852.795483041327	-1.05545838298987	0.137882641868871	-7.65475892167504	1.93675222380944e-14	2.48521834674307e-13
ENSMUSG00000037902.18	879.259896017401	-0.843647505726689	0.11027404377446	-7.65046312668261	2.00256757428514e-14	2.56807875226832e-13
ENSMUSG00000021759.14	1062.04918013611	-0.940825096335781	0.123074030617467	-7.644383560168	2.09948700032254e-14	2.69069941769961e-13
ENSMUSG00000022594.14	973.818612811608	-0.959227792960802	0.125680662183989	-7.63226240451017	2.30669317378667e-14	2.95442404332986e-13
ENSMUSG00000048922.18	346.137136121926	1.09300697858723	0.143237480298708	7.63073307564379	2.33422535754141e-14	2.98783734658069e-13
ENSMUSG00000027763.13	4520.9131574094	-0.913680971552292	0.1197728070246	-7.62845084998825	2.37591391698431e-14	3.03931845224617e-13
